uses_focus_apps,has_digital_wellbeing_enabled,number_of_notifications,screen_time_before_sleep,breaks_during_work,weekly_offline_hours,digital_id
True,False,53,1.334444967887189,1,11.01676452066877,116
False,True,54,1.693298537610828,9,15.855195020496472,117
False,False,66,0.0,2,14.43314479507929,118
True,False,57,2.0055316749537777,10,9.470123136344338,119
False,False,75,0.8219344426588389,1,16.22525653373323,120
True,False,62,0.4783171501842279,9,22.095608139430468,121
False,False,59,1.8542280327463,3,14.750647522504828,122
False,False,74,1.2139600729093765,1,4.951617987511696,123
False,False,67,0.066491599453025,5,20.950336815190177,124
True,False,59,0.6963653075352719,9,8.416753217215545,125
False,False,60,0.311376634640489,6,1.2824219820710177,126
True,False,57,0.814060095469827,4,18.136025029804426,127
False,False,69,1.9349510973927444,7,10.099824014864655,128
True,False,67,0.7967715426402127,2,3.057848276676606,129
True,False,74,0.3185871373462853,10,5.4503495327280405,130
False,True,56,0.1218399878404998,8,11.677522182244934,131
True,False,56,0.7687099367986809,2,17.176774931262603,132
False,False,60,2.019120448110499,1,15.942811719276824,133
False,False,66,0.6539051480010505,8,0.0,134
False,False,72,0.925735125757844,6,19.43106629017592,135
False,False,76,1.8953422146337056,4,9.2570376266311,136
False,True,67,0.0,3,11.750894916970664,137
False,True,54,0.4216565842914004,7,10.473002283510487,138
False,False,61,1.4499501957647638,0,13.732080484644683,139
False,False,66,2.436543527948837,3,5.019416720573238,140
False,True,77,1.8184824728070812,0,5.744918160877662,141
False,False,62,0.8844292319672477,3,0.0,142
False,True,58,0.9695468189969386,2,10.495755655159384,143
True,False,67,1.6485120000701436,9,5.09992459255916,144
True,False,66,0.0,5,1.9613655140762845,145
False,False,63,1.975532409283088,5,16.47787843661571,146
True,False,69,0.937154798489046,4,13.552494111378644,147
False,False,46,1.855131917349055,0,0.0,148
False,False,59,0.698146287565979,8,0.1548612805687366,149
True,False,62,1.9259907874093172,6,18.84231800553542,150
False,False,65,0.8581171174205322,2,11.44419540949237,151
False,False,54,1.5104864720494753,0,11.22059116357927,152
False,False,60,0.9658658302172924,7,12.77983170573738,153
True,False,57,1.3399348440347312,4,3.134524661596954,154
False,False,42,1.228394129086686,4,14.202645142116442,155
False,False,59,0.0,0,7.193916598655461,156
False,True,54,0.9201259085774612,4,9.937156333470172,157
False,True,69,0.3603716225954364,6,8.034582038403057,158
False,False,62,1.7676744642073772,3,0.0,159
False,False,50,0.8677386728073861,2,22.880723375410906,160
True,False,68,0.0,5,2.322784989936175,161
True,True,55,1.9294389391522813,10,0.7136302545515019,162
False,False,52,0.3095543155718889,4,8.243176094852483,163
True,False,67,1.846417113985989,4,4.034749297930619,164
True,True,61,1.5346329115862865,9,4.085198142498655,165
False,False,69,1.1855526586962843,0,12.814152428524132,166
False,False,55,0.4107328650076639,5,0.9289687381422757,167
False,False,57,1.452092428013885,8,11.484427778869556,168
False,True,56,1.145345501061447,1,0.0,169
True,False,61,1.9595845303635984,2,15.74770072724698,170
False,False,59,0.166722026995134,4,12.272356766465473,171
False,False,58,1.0609831993178134,10,0.0,172
False,False,62,2.9519202532880198,7,4.976469971944426,173
False,False,59,2.7475623262774738,9,25.880434259343183,174
False,True,68,1.4833297388753468,5,11.831631532443796,175
False,False,67,0.5380727988569611,1,27.627373550674907,176
False,True,55,0.0,0,0.0,177
False,False,71,1.2035717570133466,10,10.090192508688924,178
True,False,62,1.1577767998288115,7,32.895597273817,179
False,False,61,0.3963649946012522,1,0.0,180
False,False,52,0.6936731308087017,7,10.97088437774076,181
False,False,51,0.0,3,14.320619348933729,182
False,True,58,0.0568994166566958,4,8.504057212630059,183
True,False,68,1.6906593335196205,10,2.439808125533019,184
True,False,59,0.0,5,18.459400074300955,185
True,False,65,1.486398026926262,7,10.932597069008391,186
False,True,68,2.367214999588148,7,7.091918728270698,187
True,False,51,0.323357810452949,0,7.947937384146979,188
False,False,65,1.1763374469038157,8,1.0689633897671147,189
False,False,57,0.5735784469349833,0,0.8280509705099615,190
False,True,60,2.7357889125318358,1,9.874168851872918,191
False,True,60,1.5271634549289086,8,18.150373437051503,192
False,False,57,0.0653023972024444,5,10.274622524662233,193
False,False,62,1.9458482427401147,6,12.747989789492184,194
False,False,57,1.8889612095860369,1,20.44321834829628,195
True,True,63,0.0,5,19.66381196198913,196
False,True,57,0.2070072370755354,0,8.911069056781328,197
True,True,55,1.55770999541071,3,0.2894039817158038,198
True,False,55,1.747345057657806,1,10.542003260317133,199
False,False,65,0.7873907404274663,9,19.42857433858924,200
True,False,62,0.9648886612800912,1,22.033572775358486,201
False,False,57,0.0,7,8.193461971327523,202
False,False,56,0.8438278322986756,5,14.75745489716308,203
False,False,55,1.2638725775437982,5,18.93220325049341,204
False,True,47,1.5730522172474302,3,20.502535021136914,205
False,False,40,0.187899906382648,2,11.25592350368607,206
True,False,56,0.3782549335392559,6,4.977286859763557,207
False,True,68,1.31048106961561,5,11.84007634305362,208
False,False,44,0.0,0,3.27148677412442,209
False,False,76,1.2935530754461526,4,24.005801953342047,210
False,False,55,1.5082116297255657,5,18.02536988467952,211
False,False,64,0.7795967114744924,9,17.346448836767042,212
False,False,56,1.5243389238596188,10,11.785655129222954,213
False,False,56,0.0,9,0.0,214
False,True,62,0.4053870013738962,9,14.04746539909179,215
True,False,68,0.4418100313694467,4,17.072756194491095,216
False,True,56,1.7855636520686122,2,0.0,217
False,False,43,0.3602344122799317,8,0.0,218
False,True,56,0.4791374784153392,10,23.15249775473984,219
False,True,63,0.0345561273580943,3,5.429780518793484,220
False,False,59,0.0,9,10.48942701696766,221
False,False,70,1.1156625620158418,3,5.676282315451346,222
True,True,56,1.50766538618851,9,9.58716428046983,223
False,False,70,0.4568581774814957,1,16.80031135458562,224
False,True,61,0.7738803285371285,5,1.456152595765202,225
False,True,58,0.308080767332982,0,6.710874428413941,226
True,False,77,0.6862326798193552,9,20.26001651568938,227
False,False,70,0.6362454582365984,2,9.335820193905365,228
False,True,55,0.4154453475257255,5,10.154022855805763,229
False,False,68,1.1702619495641164,0,13.47193224141541,230
False,False,45,0.9219761713569696,2,11.715332735364022,231
False,False,64,0.8934252731421329,4,6.299946733028548,232
False,False,49,1.1610566213226488,0,4.0482686981206895,233
True,True,79,0.0771712618121054,1,23.18963848813856,234
False,True,68,1.2977647908734116,0,10.316582713277588,235
False,False,64,1.25041704853694,8,6.58713598207213,236
True,False,64,0.4682829692431459,10,0.0,237
False,False,69,1.4116799647990843,8,5.459123855068189,238
False,True,61,1.2356663919383528,7,3.817881743051844,239
True,False,39,0.5393538422461731,10,20.426661698164963,240
False,False,61,0.7690537546965348,3,3.309931974391686,241
False,True,76,0.5348002568836742,8,16.304422281544955,242
True,False,69,0.7670233773450791,2,4.131055664511069,243
True,False,58,1.75830486658673,3,0.0,244
True,False,67,1.40204453881961,6,11.669783632855465,245
False,False,59,1.3260953218625262,2,23.830496979789565,246
False,True,47,0.3237009216662936,6,0.0,247
False,True,67,1.9361245767240989,6,0.0,248
True,False,70,0.0,3,0.8922767312893054,249
False,False,62,1.383831167719772,6,14.954218909815843,250
False,True,60,0.8620518398452427,9,20.550140513274854,251
True,True,67,0.0,10,15.293975981015128,252
True,False,57,1.8953432746451573,5,11.89806882104808,253
False,False,54,1.2720480359061772,8,10.977531280869806,254
True,False,56,0.0,7,7.953378506195335,255
True,True,71,0.0,7,3.865412700346708,256
False,False,68,1.8887078671110555,2,0.0,257
False,False,53,1.1691263559766474,4,0.0,258
False,True,59,1.1988725617365654,9,13.206311545939112,259
True,False,57,0.6034094963671899,5,11.44927197082306,260
False,True,72,0.7326094095250614,5,9.365298199895694,261
True,False,60,1.3413730981801133,2,7.256460616970494,262
False,False,61,1.5123364757526694,9,2.605521529613621,263
True,False,55,0.2702615277261496,4,6.030454551107114,264
True,False,36,0.0,3,7.343826778716982,265
False,False,54,1.1456891693861244,10,4.887523834450782,266
False,True,69,0.6255371528388569,3,15.50987556952314,267
False,False,62,1.610161977126404,0,7.014038451821092,268
True,False,57,0.7648782717939033,1,17.76181213016282,269
False,True,70,0.2523673470986155,5,25.269181351757997,270
False,False,52,0.1153222003624633,4,9.018006761933906,271
False,False,67,2.184027321185165,10,14.648128757806449,272
True,False,75,0.6989089514219307,9,14.81090779403216,273
True,False,69,0.4052475348946496,3,19.33992952884685,274
False,False,59,1.5029039581296524,9,0.0,275
True,False,52,1.8873824975988345,0,0.0,276
True,True,59,1.0015349710680517,4,3.698884823564332,277
True,False,49,0.1893470108397797,9,26.33502709584964,278
False,False,67,1.0551684261717107,5,11.757288951522828,279
False,False,50,0.9832077012681084,0,7.47154146854599,280
False,False,57,1.0239410258955173,5,13.521524876697327,281
False,False,61,1.571151195866819,5,6.664953229576816,282
False,True,66,0.2779856653869,6,8.9634002022,283
True,False,47,0.5547535570328948,1,1.9174431837928532,284
True,False,68,0.0,0,20.017379865482365,285
False,True,61,1.1827174877839828,1,0.8648325194704078,286
False,False,71,0.7442591351539747,2,15.481905854285223,287
False,False,49,1.3374815472722037,8,19.380822486870663,288
False,False,48,0.9093422399587364,10,19.726955533054195,289
False,False,62,0.6698017171435653,5,0.0,290
False,True,60,1.673489903917535,3,0.0,291
False,True,70,1.4574996244619831,6,14.855341708804676,292
False,True,46,1.1360976274811243,4,4.713368689175645,293
False,False,74,0.6039200083032126,4,14.600357603169815,294
False,False,72,1.7337763219442803,10,20.05020270574048,295
False,False,68,0.8601100111801613,3,9.88146219886778,296
False,True,56,0.0,10,15.122470358820204,297
False,False,68,0.3216775472741408,1,12.565078838480645,298
False,False,69,0.3916116802917019,4,3.737173892425954,299
True,False,61,1.8759010255248465,1,8.241688748781415,300
True,True,55,0.7715161962644713,0,7.627716953980217,301
False,False,44,1.320503507536131,5,0.0,302
False,False,57,0.0,5,0.0,303
False,False,63,1.0022976697543622,4,23.231115799718648,304
False,False,68,0.6533580805045102,7,5.233411354776064,305
True,False,60,0.2606422472467425,4,3.4713010929014585,306
False,False,58,1.0577560110752422,10,2.940396340847236,307
False,True,57,1.5895067408181354,8,7.706939660527322,308
False,False,42,0.1701884247040074,2,6.630310900486908,309
False,True,58,1.0687964892604205,2,3.532333136416512,310
False,False,71,1.6894125144124463,5,19.89250267066923,311
False,False,64,0.7524907087530341,9,6.680987224709858,312
True,False,60,1.0112228132193488,2,17.20546335027312,313
False,True,66,1.3179291830313655,0,10.192765141673414,314
True,False,57,1.2153601982319353,6,8.641981612976316,315
False,False,68,0.8884080432939672,0,6.834252486749341,316
False,True,54,1.308248916048646,8,1.94494773126106,317
False,True,68,1.1450246090805087,2,13.65725175769707,318
True,False,74,1.2080737567471709,0,3.986704106533749,319
False,False,54,1.3775397363329132,4,13.50050869594925,320
True,False,61,1.0997197211995902,8,14.440025408324423,321
False,True,65,2.1253078953580333,2,14.373753910986462,322
False,False,65,0.5969724558046234,2,13.311030567638978,323
True,False,49,0.0,2,1.4757242938005888,324
False,False,59,0.6423652428924944,10,1.8709130241823184,325
True,False,48,0.7984450376158818,8,16.334988576758633,326
False,True,53,0.9886704511672516,2,25.47883448306396,327
True,False,60,0.0,7,13.53232375319069,328
False,False,50,1.094575007844531,2,10.773139308820038,329
True,False,63,0.3799949134302347,0,14.767405755932096,330
True,True,52,1.832484596861017,8,10.72212028483697,331
True,False,71,1.725365908486609,0,7.360144573466895,332
False,False,83,2.180784544289431,7,4.881495305180781,333
True,False,47,1.2138172120490294,10,0.0,334
False,True,59,1.993914780165976,5,23.670924120407843,335
False,False,59,1.7416748707963374,7,26.72152425089753,336
True,True,56,2.348462507487252,8,6.04316283073676,337
False,False,66,1.4416695887479267,8,0.0,338
True,False,63,1.7196686387212623,10,10.032444976161765,339
False,True,51,0.0595992967092393,8,18.365662380898332,340
False,False,54,1.2177138593415953,0,11.06410607074594,341
False,False,63,1.537699278589936,7,6.412980804353638,342
False,True,67,1.5445554598568856,4,11.707208380648856,343
False,False,62,0.8045521083980144,8,19.82186196045381,344
False,False,40,0.1532107319775193,7,18.78810412989796,345
True,False,56,0.7603673773577633,2,11.49723336792164,346
False,False,65,2.511242430536356,6,16.04892863001424,347
True,False,47,0.9284479255046224,8,11.934819741380702,348
True,False,62,2.250637747398925,3,13.69292686728895,349
False,False,64,0.4385607489532206,2,14.79226903652545,350
True,False,75,1.4936683393528067,4,14.654693883771705,351
True,False,62,0.5523085128378724,7,14.45909982916756,352
False,True,46,1.2111866754975018,5,8.086244292972191,353
True,True,66,1.6064916458894034,6,9.378368436842903,354
False,False,58,1.647898334179769,6,9.065355671308357,355
False,True,66,1.3376655858704662,2,6.405308059514952,356
True,False,62,0.4412605646655092,5,3.1525071281333554,357
True,False,72,0.8189180839030675,10,8.176176916109105,358
False,False,60,0.0,6,12.645198626012531,359
False,True,60,0.5499921481462218,7,4.5908085605239135,360
False,True,47,0.9241166754415312,6,0.0,361
False,True,63,1.02228069160573,9,11.54235735774455,362
True,False,56,0.505115181140403,10,6.967558171167628,363
True,False,66,1.417128668893076,4,14.390497761755311,364
False,True,49,0.5211899319586384,1,7.763574070951586,365
True,True,63,0.8591565145560823,9,6.746621753012942,366
True,False,67,0.1901089298788495,7,18.612735418144208,367
False,False,57,0.9356575232459527,3,6.573294446985788,368
False,True,63,0.5080503814396687,0,4.993448117100679,369
False,False,64,1.7647621680470047,7,21.096551231805464,370
False,False,61,1.6316734934266963,5,10.1168066441501,371
True,False,72,0.862710157897218,8,6.146541813238059,372
True,False,50,0.5463734170992645,6,11.182985105952568,373
False,True,58,0.0,0,7.952024953827893,374
True,True,56,2.429020213216698,2,27.91722640978554,375
False,False,68,1.0913894343398194,5,8.369815103184017,376
False,False,70,0.8249664808925549,2,12.402506960097046,377
False,True,54,1.6676374650146393,5,27.109538414609176,378
True,False,64,1.947516942567602,1,15.51798296453794,379
False,False,57,0.4962861844109053,5,12.217969732769305,380
False,False,61,0.0,1,17.287965559843443,381
False,False,51,1.0598012234177538,9,7.682135947269359,382
False,False,55,1.1982724611765718,8,24.70602483239564,383
True,True,61,1.2248264479770667,7,6.559557941310774,384
False,False,60,0.2849466746722442,0,16.035943892830637,385
False,False,65,0.0,6,9.866304786542388,386
False,False,61,0.7707321129168366,3,7.667211501402017,387
False,False,58,0.6189398460940254,8,9.07648195387891,388
True,False,84,1.6991326822960726,7,6.9910782035646335,389
False,False,62,0.7283179574171759,10,22.16977102367069,390
False,False,56,2.1330150287587037,3,8.959988554791513,391
False,False,57,0.0,4,0.0,392
False,False,54,1.3541540012181743,0,8.122122218587378,393
True,False,62,0.0,4,10.377303357992211,394
False,False,58,0.0,7,19.64083757422336,395
False,False,72,2.3407081020528686,2,0.0,396
False,False,68,0.6602378570997627,6,3.717733587769288,397
False,True,43,0.2152093453774062,2,21.342383739956645,398
False,True,60,1.4525594373587656,0,0.0,399
False,False,58,0.9311860534074188,5,7.584020014373697,400
False,True,53,0.5550039108252605,7,11.89106843760072,401
False,False,62,1.1830417616225697,3,28.01216868083583,402
False,True,47,0.4776172093294153,1,10.658758483357358,403
True,True,67,1.90866430092642,4,3.157435258877512,404
False,True,60,1.395533657185826,9,12.218968232769983,405
False,True,54,0.3397193709051185,8,2.0652472566963267,406
False,True,81,0.6710964268782278,10,24.168895963067804,407
False,False,59,0.0,1,14.70014908203268,408
False,False,50,1.4362159480502312,6,15.667801738971528,409
False,False,56,1.1221206813628994,10,1.5580100717898802,410
False,False,59,0.8185790327497772,6,12.405513237822856,411
False,False,66,0.4169933944374705,6,27.32448335616253,412
False,False,64,2.2988500292607488,7,18.25259364044151,413
False,False,60,1.5864040512097657,5,1.0183003805295456,414
False,False,73,0.8621103884234222,8,1.7431719229298643,415
False,False,53,1.5086433401949513,10,9.035241475267227,416
False,True,57,1.327440734807825,10,3.34690716445674,417
False,False,67,1.5009973230812923,2,23.107859966447805,418
False,False,62,0.5609204415859942,3,11.908088279987275,419
False,False,67,1.524252107481424,8,0.0,420
False,False,68,0.5323136627494203,0,14.736434498869478,421
False,True,52,2.830673984561104,4,20.222633493295167,422
False,False,67,0.667018450987487,4,5.279701606918871,423
True,False,66,1.6660692939195711,0,13.409529516554068,424
False,False,67,0.0,10,19.659896762720884,425
False,True,54,1.5970920257532115,7,23.48888321839581,426
True,False,76,1.0640043810411832,0,13.198562202839236,427
False,False,46,0.8546085036801958,3,13.090964171760856,428
False,False,70,1.9167503771118133,4,5.421542889778831,429
True,False,58,1.3487657283583294,4,5.755566112271655,430
True,False,57,2.3460972580416843,6,8.890927351509903,431
False,False,76,1.4442407478472572,2,5.40686977809342,432
False,False,48,0.0,2,1.5107019256220795,433
False,False,67,0.6311696150188515,10,9.56346983417723,434
True,False,62,0.0791047837913067,6,16.64766153098237,435
False,False,58,1.910397913751324,10,13.415569368329846,436
False,False,55,0.0637612775261692,3,17.8474670418164,437
False,False,64,1.3045157471364195,10,14.54046988447777,438
False,False,55,1.2658186268163167,5,14.123581426629835,439
False,True,69,1.8065575775334055,6,5.878037439813773,440
True,True,50,0.4916887662993072,6,3.514080684541316,441
False,False,72,0.006532860901908,0,16.481243828272607,442
True,False,52,0.917825897051824,2,13.287438767605998,443
False,False,69,1.2009187317240049,6,4.504525085463326,444
False,False,56,1.9248280917619824,6,18.854312503455663,445
False,True,66,1.898474687615608,2,0.0,446
True,False,57,0.8314655930163931,7,8.473514364073937,447
False,False,54,1.4045487044539229,9,17.970858416389603,448
False,False,46,0.9782326113713312,4,14.010561256039235,449
False,False,46,1.0066757755885771,1,16.40026894469912,450
False,False,60,1.8065245104550824,5,20.464348546451117,451
False,False,44,0.8950648096781262,4,15.610739860640088,452
True,False,49,0.1803203474802437,10,15.165821866891743,453
True,False,55,1.5787095331517742,9,4.373627048084972,454
False,True,64,1.712152009259546,3,0.0,455
False,False,65,0.9639578951552592,3,16.59067018479074,456
False,True,56,0.0,7,2.307418663670455,457
False,True,63,0.7829551684815413,8,0.0,458
True,False,57,0.4429762379596923,6,19.455369711060644,459
False,False,58,0.2314948453915488,4,7.871761246602302,460
False,False,50,1.7076905938858895,4,6.195724108779915,461
False,True,41,0.9785809857833268,9,14.03803181011186,462
False,False,58,0.093117963617477,8,0.2906233446175381,463
True,False,64,0.3398248690149915,2,4.703247416354476,464
False,False,60,1.0761998687491876,4,10.967529761311928,465
True,False,66,0.4857297468834824,3,14.445056062686875,466
True,False,67,0.7662803653428542,9,7.27097629197087,467
False,False,51,2.7777604358663397,7,0.0,468
False,False,62,1.4158206297699298,0,21.892205964302956,469
True,True,64,0.9038167487334038,9,14.346134912887988,470
False,True,61,0.6023276864934889,10,0.0,471
True,False,57,1.12394038428705,3,4.88174047114499,472
False,False,58,2.6844262687792293,9,11.913072216786755,473
True,True,56,0.0,7,20.22779741144662,474
False,False,60,0.5607469578420008,6,18.62118391590728,475
False,False,69,2.004191870155044,8,10.99147880071612,476
True,False,57,1.6220251573751443,9,3.881437518125413,477
False,True,57,1.0180997717115912,3,0.9626476670428534,478
False,False,77,0.9365380817393022,1,21.223673191219504,479
False,False,59,0.0,9,5.513101117212312,480
True,False,72,1.6754900141276443,3,3.707899009283396,481
True,False,44,0.0,9,15.407019772917826,482
False,False,68,1.6033626552192648,7,0.7063038973184934,483
False,False,47,1.4255563541874483,2,7.494125980612685,484
False,True,64,0.9227065469779672,5,0.0,485
True,False,45,0.1322313906015639,0,12.190196378717276,486
False,True,53,1.247248128751572,0,9.21386917738279,487
False,True,59,0.4809184456192428,5,0.0,488
False,False,64,1.0513710859714582,0,7.2114691729721585,489
False,False,56,0.8078292202064592,8,28.596064803361863,490
True,False,53,0.1986927555062291,4,8.616305151600486,491
False,False,64,1.37914353321182,10,14.848507292114924,492
False,False,58,0.0,5,15.05467584881436,493
True,False,64,1.577864311498296,8,0.0,494
False,False,70,0.0,4,8.175335147647042,495
True,False,68,0.5753269627023285,8,6.921990509174469,496
False,True,54,1.4049894892188208,10,21.370814781787363,497
True,False,51,1.415324138515497,8,19.016965259366085,498
False,False,53,1.1332151370037684,2,12.679579044387776,499
True,False,57,1.2104594781839968,2,12.6951993893881,500
False,False,70,1.200286911665546,10,0.0,501
False,True,58,1.781104486169372,9,21.06867769387739,502
False,True,56,0.7816149089903168,0,14.262972345031304,503
True,False,59,1.6017118172533924,0,0.0,504
True,False,50,0.0514530545860915,4,15.810451804537824,505
True,False,61,0.4704443488305163,3,10.719875086412785,506
True,True,63,0.0,3,7.2568220219293424,507
False,False,59,0.7308406282942651,6,0.0,508
True,True,54,1.0647874100284291,1,7.59114991147457,509
False,False,62,0.2917545381409812,9,14.122991709767302,510
False,False,43,1.0315358882214556,7,19.33561244416221,511
False,False,59,0.7500247470977093,6,7.119739285394118,512
True,False,51,0.0,5,14.098778046820232,513
True,False,55,0.8242516642083105,4,17.831058558781,514
False,True,65,1.1247776979965418,3,12.243810490192809,515
False,False,59,1.3535010074155744,9,12.3121369394067,516
False,True,63,1.6950655213502444,6,12.888984453535231,517
False,True,61,1.967382470067639,4,21.543154706289755,518
False,True,58,1.020106171681348,8,26.333350717432783,519
True,True,58,0.9316089847889942,0,27.16154642613663,520
True,False,62,1.2437298713131335,5,26.76734722863224,521
True,False,41,0.0,10,5.18278304278601,522
False,True,65,0.1062334165342653,4,3.89973699402804,523
False,False,64,1.830447834772429,2,10.543914192231284,524
False,False,67,0.250850852951384,1,0.0,525
False,False,62,1.1871804152464127,4,10.591684898502043,526
False,False,56,0.604292520877467,10,3.462289940966639,527
False,False,48,0.0944136734247366,5,16.307702834540745,528
False,False,77,2.09282664828206,0,0.4020942049608482,529
False,False,60,1.0383543132645352,1,11.1115419527883,530
False,False,61,2.209371634096326,5,3.029520727707972,531
False,False,59,0.948651711248362,2,4.6145096217698205,532
True,False,66,0.6278306426553983,8,3.9654532098805095,533
