stress_level,sleep_hours,coffee_consumption_per_day,days_feeling_burnout_per_month,job_satisfaction_score,wellbeing_id
8.0,6.491813733616088,2,26,2.044846904760565,123
3.0,6.790208631447893,1,3,5.967710628753847,124
7.0,7.178926976147544,2,4,5.005790479921076,125
4.0,4.179306377614333,1,8,4.899580665248573,126
9.0,3.0684018993024846,3,0,6.528980794871277,127
9.0,6.301253286948103,0,3,6.706168747162788,128
3.0,3.9994467478920495,3,13,4.146435957720371,129
6.0,7.071224928833055,1,22,6.212802957245643,130
2.0,5.563821032948633,2,31,7.23335404344788,131
1.0,8.937738267737615,2,27,2.8793982951299384,132
3.0,5.59444026241888,3,30,1.9877939823896715,133
6.0,5.365699589338211,2,3,5.066799906583629,134
2.0,10.0,2,28,5.311024293926593,135
10.0,5.457073628715246,2,2,8.326270617646852,136
4.0,6.751644720133862,0,21,6.299534071132703,137
5.0,5.0393553872204935,1,3,5.83398715969628,138
2.0,7.1363734077808765,2,30,1.2259838471977216,139
8.0,5.680838341522854,2,18,7.820835841936817,140
10.0,6.840773360257288,1,23,7.721752856565777,141
5.0,6.067516517225331,2,15,5.991407435578654,142
3.0,6.990182869647831,0,1,6.4805883102775725,143
2.0,5.209163992472309,2,7,6.889520259203493,144
10.0,6.601686434497385,1,7,7.526431397140136,145
10.0,8.082849398936741,1,30,7.598510973538174,146
10.0,6.051061488565319,2,4,4.967245687516309,147
7.0,7.928647425301118,1,31,3.1162525576013875,148
5.0,4.800352621528729,3,28,2.3140755245843367,149
1.0,8.626169188229028,0,12,8.335365330066097,150
7.0,7.846337692574286,3,11,2.798468722641791,151
7.0,9.04650554219139,2,2,8.359334549499344,152
4.0,4.548788004846724,4,22,3.812939360809358,153
2.0,7.60377860840631,2,2,5.786474473333205,154
6.0,7.28802674148602,0,17,5.899372008632492,155
10.0,4.620502536948451,1,30,0.9500288016872096,156
3.0,7.931480142558599,2,16,5.981880994166225,157
10.0,6.259211729987764,4,5,1.053665109908822,158
10.0,4.934396359549463,0,5,5.5848083483179884,159
7.0,3.983425763993541,2,17,2.3353827777024287,160
7.0,7.498505031622463,4,25,3.710614333480502,161
4.0,3.662177497543032,0,0,9.471762200476508,162
7.0,4.444532714961989,2,5,4.6565855130754406,163
9.0,6.383834649443083,2,8,4.5244508668221615,164
4.0,7.409306293700235,1,6,4.535815803484131,165
3.0,5.737595276573373,2,2,5.504747395829419,166
10.0,6.926961765570536,2,18,2.5812955736391245,167
8.0,5.243420364237265,2,22,5.535548937054477,168
2.0,6.493718450740971,4,3,5.687209981539633,169
4.0,6.797874117477098,1,12,4.726322918819975,170
5.0,4.639695247997135,4,20,7.000656881934716,171
7.0,5.50199296410212,1,3,5.115622512847736,172
8.0,5.939465315250473,2,5,4.068976930855543,173
5.0,6.399174715205948,1,13,4.146762952990827,174
8.0,6.86549551244273,3,17,4.238723578679219,175
9.0,8.044368001105422,3,21,2.6000123049493213,176
3.0,6.463345877502496,1,7,6.987779655811209,177
6.0,7.120985018490927,2,27,5.501039521163249,178
6.0,4.656534895080303,3,8,6.412671446966351,179
6.0,6.249558432750908,4,26,6.950455774892834,180
5.0,5.438680026560808,3,21,5.828433835557561,181
5.0,6.729419474375685,4,26,5.75228179701155,182
10.0,5.124651435066,1,26,2.4888786566883687,183
4.0,7.304921106876332,0,25,7.35132221685205,184
5.0,5.253622561735891,5,16,1.77356921754582,185
2.0,8.327507083564297,1,9,3.80418952152409,186
1.0,7.047579033975891,0,2,4.655282600587045,187
8.0,5.838589597624846,6,18,2.686035469256896,188
4.0,6.767516589872962,3,12,5.214740735341733,189
1.0,6.890983564492948,2,3,2.277982339996301,190
10.0,5.323121507980897,3,10,4.549986494970662,191
10.0,7.518912102017008,4,0,1.419254755457182,192
2.0,4.808478828715713,2,16,8.131048440648494,193
2.0,8.700195834985971,3,11,8.378520299002938,194
8.0,6.383830204442599,3,8,6.941683590871769,195
8.0,7.80019200605834,3,10,5.365209356549207,196
9.0,6.859325132526644,5,12,2.8229891944626333,197
1.0,5.175863940749698,0,5,3.210673393275604,198
10.0,7.105792120839557,0,27,9.39524628660375,199
7.0,7.856917692753861,1,5,6.040446824705132,200
8.0,4.8350157596648,1,15,5.849206989296758,201
1.0,8.179191440750934,3,30,3.852645746277566,202
4.0,6.319436093829698,4,4,7.342053362449689,203
8.0,6.167717085369118,1,0,5.757395262289944,204
5.0,6.429381837806144,2,1,3.135125691264076,205
1.0,7.434029973176392,0,31,7.182699593670224,206
6.0,6.657409292926893,2,19,2.3697964041194988,207
7.0,6.876351484986779,4,30,5.857444208475694,208
2.0,4.822277032477231,0,8,4.332527675058725,209
3.0,5.0628238520101005,2,21,6.407762844525306,210
9.0,7.067661548317469,2,16,6.2776269124475474,211
9.0,6.871417221264104,5,20,6.805022273244485,212
10.0,8.000321385200875,1,0,6.915260402264377,213
7.0,7.405838274910914,0,1,7.223092183410143,214
9.0,7.626159756978041,3,8,6.732661401159193,215
2.0,7.664047060654092,1,19,5.597679257660677,216
9.0,4.412985848885638,2,8,3.2344753754714866,217
10.0,5.152421912586735,1,13,5.059689165011976,218
8.0,7.696475331297587,1,19,3.7664991459625914,219
9.0,7.650912876956514,2,0,8.267896789727093,220
3.0,3.779444553443933,4,15,4.880021980879998,221
8.0,6.020748379768047,2,8,3.614311068241789,222
1.0,7.3325543464280285,1,2,3.401545233818271,223
2.0,7.324673436663138,1,12,4.553912406736903,224
7.0,6.953817708766321,3,10,5.863868416567805,225
4.0,4.91842374950328,4,7,3.2852343980675007,226
1.0,3.5460337619517848,4,23,3.653843222265388,227
4.0,5.893658824435876,3,5,8.281084049728596,228
5.0,7.506261586491318,3,27,2.447804905017047,229
6.0,9.461047126969724,3,12,6.1362989139399655,230
4.0,5.080447624611844,1,5,3.047176460299016,231
3.0,7.901400717383962,1,27,7.273563846870122,232
10.0,7.720831663805395,4,5,7.166365623163749,233
6.0,5.948442435873711,1,16,7.586295718454883,234
2.0,6.128368024046903,1,15,6.961006556195998,235
2.0,4.614991808313881,3,25,6.047010277083009,236
2.0,5.579494955016566,3,5,5.5362989685216775,237
5.0,5.145741297027429,2,0,6.112022667353811,238
8.0,5.794894456451864,3,10,6.579727504643066,239
6.0,7.153839141072382,1,23,6.163336158482625,240
3.0,5.225858590445697,3,29,1.2721749516141942,241
5.0,5.840892440432096,1,17,5.877305896811245,242
5.0,6.987276875185996,1,31,6.431806672302965,243
10.0,7.441483872882504,5,26,4.124843909530141,244
2.0,4.3713157436258365,4,17,2.367672902653968,245
5.0,4.551015709154186,2,0,7.364398409448599,246
6.0,6.413707759318433,2,28,4.0192448377797545,247
1.0,6.432734680278982,2,27,2.0551085044042656,248
10.0,9.012190579510312,2,16,3.174878907160753,249
6.0,3.4072962982278634,0,12,4.225778782577449,250
8.0,7.214501604831655,1,24,2.34130048915287,251
9.0,6.09891592824488,2,4,5.042320803321204,252
1.0,8.307311862892481,3,11,4.145520750769656,253
6.0,7.219933491579848,2,8,6.718483665310349,254
10.0,7.504175227228688,2,25,1.7171476316419412,255
3.0,5.397214060049027,1,6,5.550717329953805,256
7.0,4.958613190429773,3,1,4.509627913492132,257
7.0,7.535061731929393,2,5,2.664925201255548,258
9.0,5.286381876867045,4,22,5.203443232030545,259
6.0,5.40919375151284,0,4,7.0740940007844815,260
9.0,7.135703065609676,1,21,8.057871090761997,261
8.0,6.706440408564684,1,31,7.185650672148977,262
2.0,7.3862487266676995,5,7,5.88959715125988,263
1.0,8.308630417987464,2,24,1.429534760635318,264
4.0,8.803952057686072,4,26,6.894671105062075,265
4.0,7.414096292695703,3,20,5.67338309708364,266
2.0,8.003969579648823,3,5,0.8539101225173094,267
2.0,6.234019597286654,4,18,7.20507720426597,268
8.0,8.447867613347118,0,12,4.20185744652233,269
1.0,4.847810293165315,2,9,2.53181268975505,270
4.0,7.636568829463512,4,12,5.996446780147109,271
4.0,6.887691534059892,2,18,4.779555660990925,272
3.0,5.915749575680346,3,4,5.4428240434063575,273
4.0,9.847971221938309,2,29,8.05208257506559,274
1.0,6.899454926320306,2,6,5.76662512474211,275
5.0,5.5200655953607205,1,5,3.957241365680739,276
6.0,5.165446709331369,0,22,3.663530880576788,277
3.0,6.749990067243554,0,26,4.769225509125771,278
1.0,7.288132068222598,3,7,5.720235014029605,279
7.0,5.681333528942998,1,27,8.083192735848902,280
10.0,10.0,2,21,3.757973589664757,281
1.0,7.923966538627887,1,13,6.455758068816768,282
4.0,7.5395076042362685,1,25,5.632582120932675,283
2.0,6.688706856351617,0,14,2.929910549285984,284
9.0,6.096382420250299,0,22,3.966309592069524,285
2.0,5.808271166946747,0,19,6.74420714026761,286
10.0,6.32155515552071,1,14,4.669570441102306,287
1.0,6.174699896245741,1,21,9.407793681663849,288
9.0,7.841913192013134,1,12,7.152047977807392,289
6.0,6.219520688413979,0,3,6.317055265999759,290
3.0,7.0118901429714855,0,2,4.302568203290407,291
7.0,6.2673241650516704,1,8,5.730608055871541,292
3.0,6.558298040968565,5,28,1.4608539089911137,293
3.0,8.10355593674114,3,8,6.674486984658247,294
6.0,3.7385667238931406,2,15,2.4707555652825404,295
10.0,7.522603649428047,3,25,6.84454345542154,296
8.0,4.911209777100271,3,3,2.116714593844054,297
10.0,8.485216419724589,1,3,5.182079390680459,298
4.0,4.438563937879115,1,31,10.0,299
2.0,3.772355037200087,2,11,8.582950085250163,300
7.0,6.999715296229671,4,1,4.545023490536952,301
5.0,6.330598195306035,1,3,3.2876054608845022,302
5.0,7.424519861651608,3,28,0.9602041257691998,303
2.0,3.808311583762559,2,0,4.638811701070334,304
7.0,7.180341641365859,1,29,5.868656249720251,305
7.0,6.332755387494852,1,17,5.1701780830988735,306
6.0,5.257041520283731,0,21,1.0391758549025358,307
1.0,4.059641872148504,1,6,4.655714854089225,308
5.0,5.483787114563075,0,16,6.026643576039399,309
1.0,8.450210822792243,2,26,8.198937482665478,310
2.0,7.188329673733218,3,6,3.425647553630929,311
1.0,5.366509980546055,3,22,6.568002832769476,312
4.0,7.847650746762903,4,7,4.364164837860736,313
4.0,7.667440663279821,2,17,3.956413211208405,314
3.0,4.648586138833826,4,27,7.645269496429849,315
8.0,6.713852621227086,0,12,6.321110033804083,316
2.0,9.712371011023148,0,0,6.997997403712726,317
8.0,5.3664715756109,5,25,8.532086483395842,318
6.0,5.200406740664076,3,7,7.238279615997078,319
1.0,6.18784684881329,4,7,8.267526823320157,320
7.0,8.49675630939694,4,22,3.461662391434756,321
1.0,7.063471396279894,3,10,5.24732114119863,322
5.0,7.919257630354927,3,30,2.008914619641062,323
4.0,6.3315474052728815,2,24,8.417062504423154,324
1.0,8.250868853644615,0,16,5.106562031943878,325
6.0,4.922548047632669,4,29,8.268158452917653,326
10.0,7.586665319825334,3,19,6.028522819250104,327
4.0,6.414602700074037,2,20,1.3201928031097638,328
1.0,6.148115826635618,3,29,3.440629802733965,329
9.0,6.770412067187339,2,1,2.894596450045252,330
10.0,7.290504032010052,2,3,7.8270093138425985,331
5.0,5.416844741654273,2,12,3.955351132275988,332
4.0,7.474917501747136,1,4,5.07900423210305,333
10.0,6.835232950772528,5,8,5.811072433488192,334
10.0,8.336728937710575,2,3,2.379167152032827,335
8.0,7.353354350192093,2,8,3.278506432292604,336
2.0,5.2542745231246855,1,24,6.360325894718396,337
3.0,8.27583597334975,1,16,4.760482102328629,338
3.0,6.896672030739191,2,7,5.923083198747587,339
8.0,7.440517175996154,3,4,4.004538807348222,340
7.0,6.956537707430698,1,3,5.505259044050368,341
3.0,6.419953050741336,4,11,6.616014040761236,342
9.0,9.006373039303108,1,20,3.804467533491618,343
9.0,5.494232517376152,1,7,6.455590618347531,344
6.0,7.55595857282301,2,24,4.144466911708202,345
3.0,3.920317775439109,2,16,5.508138388100728,346
10.0,6.669090766081892,2,23,6.727828908325045,347
4.0,6.559964731282167,1,28,3.280736532694273,348
6.0,5.584165655709529,6,11,4.329801607947661,349
1.0,6.364402196220806,3,28,2.88757538016666,350
4.0,6.302256397178511,3,30,4.350184625206312,351
3.0,6.685691462494563,0,2,4.761394617767181,352
2.0,6.797798085615274,4,1,5.973967792210974,353
4.0,5.10673097093226,1,5,5.489411156124756,354
2.0,5.562916707513971,7,15,8.019669113486897,355
7.0,7.20999397657962,0,4,2.6860504030868677,356
7.0,5.579110626891058,1,21,8.587098805476327,357
10.0,4.934020640902599,2,20,7.086771341771002,358
2.0,6.140584794421863,2,30,2.735576404294019,359
7.0,5.615937623067167,2,9,6.210021199991856,360
3.0,7.809991258202897,1,9,3.902146387887115,361
9.0,7.4256958086186176,2,4,6.249601333664915,362
2.0,5.378133511012696,3,21,4.529756460011745,363
8.0,7.483428504502828,5,24,5.142778504736143,364
5.0,6.837737993618807,0,19,3.980618529978112,365
8.0,6.870276158912746,2,26,4.467193043315197,366
4.0,7.698974858212384,1,12,0.2782414091443155,367
2.0,7.199928439368898,4,27,1.818374489734862,368
5.0,3.9389531208829904,1,25,8.260800444702538,369
5.0,5.463753499267316,4,28,4.217481670310131,370
1.0,5.394240259163902,2,3,4.292312551559485,371
5.0,3.0,0,18,8.904521978932108,372
6.0,5.094226953732859,3,27,2.38643413853141,373
8.0,8.27927434906684,3,5,2.3612546514392885,374
3.0,9.524930629794303,3,16,5.836298563420777,375
2.0,4.239392936707932,1,17,2.0497850822092127,376
3.0,8.558601478521002,2,30,4.806059913359074,377
4.0,3.708064951360492,4,25,4.13322767665815,378
8.0,6.55474362048734,1,15,6.295654229751847,379
10.0,8.648644141518119,1,9,6.15935994912599,380
8.0,3.54371074846078,1,27,4.144276602283083,381
7.0,5.400499853741961,0,18,5.547764708243806,382
7.0,3.816918934262066,1,21,3.1128627052889537,383
3.0,4.81213930478315,2,29,3.429043083805578,384
10.0,5.497351709358597,0,2,4.768498168315993,385
9.0,5.5807295216314925,1,7,6.4827143260370494,386
10.0,6.619143738487702,1,0,8.701880310163709,387
2.0,5.423655691140365,1,6,7.0242512416515455,388
10.0,4.120604398016462,3,9,7.754367395826345,389
7.0,5.267441527559384,1,14,2.5676516376825607,390
6.0,4.286845156617605,1,27,5.959281485062025,391
9.0,5.92984655718496,1,13,4.542706453451721,392
3.0,6.701914316109159,1,25,6.942848626695171,393
1.0,8.709357327387936,1,31,2.1019003495886635,394
1.0,4.879417834005526,1,9,8.956104070069967,395
2.0,6.399835674514397,2,4,3.456611848142371,396
9.0,7.906877208761303,3,16,5.88770797612095,397
2.0,7.284654291807905,5,23,0.3969349808685321,398
2.0,5.549229640737359,1,25,7.168262537051351,399
4.0,8.663738657920629,1,5,4.520138806852043,400
3.0,6.9854172449008,2,26,7.116635641589758,401
8.0,6.979509013161763,0,9,5.657630391601712,402
8.0,4.025987910428337,3,18,4.659586250045589,403
2.0,7.438998717265941,4,8,2.2628476247515645,404
1.0,4.797607825139989,1,0,6.039080693664536,405
2.0,6.490203373323997,2,9,4.419800205831076,406
1.0,7.092516709701167,2,14,2.638196055135432,407
5.0,7.684074080320852,1,5,4.72484075271101,408
1.0,5.62962036538419,1,14,0.7372482670263063,409
7.0,6.413185958397097,2,3,4.42246987652715,410
2.0,7.604939399674405,1,15,6.432872539681865,411
1.0,7.722636720369095,2,4,6.215822280769576,412
7.0,8.615129176266633,1,9,4.131937208149751,413
8.0,7.1068669940083495,1,6,7.072555569814945,414
7.0,4.758196208877267,2,4,2.9910442570227183,415
9.0,6.14247515235262,1,27,4.0801876156436245,416
1.0,4.824251228869144,0,1,1.869024508192978,417
10.0,7.299496866659851,3,3,7.775598243553023,418
4.0,4.829316331804224,0,8,2.946996492657312,419
6.0,5.925348433803348,1,26,3.4203325220486063,420
2.0,6.151380760244267,3,1,0.0,421
6.0,6.653563181456393,2,13,2.8476085075883795,422
3.0,5.6710882037909816,1,26,6.213543540860435,423
10.0,7.296483373379719,3,31,1.014756448312757,424
4.0,7.413370156462167,2,24,3.289477989785614,425
3.0,7.343043848151337,4,4,3.141448123527425,426
6.0,6.822883786004731,3,2,3.166237511646103,427
6.0,4.902340194357932,0,10,2.812376422665697,428
8.0,4.753424907592716,2,15,5.20204470596267,429
10.0,6.656167917955442,3,11,6.24066950064428,430
9.0,4.029343577817979,0,2,5.302561549251959,431
2.0,7.544907706979977,3,21,9.085075359104628,432
6.0,6.374406856075677,4,7,6.891957156551849,433
2.0,6.573990589613736,3,17,9.157773074343773,434
5.0,4.677591070240932,3,5,4.145349976857168,435
8.0,7.1855090325717645,3,8,7.246367730802498,436
5.0,5.30790233764565,1,28,4.006306561008312,437
6.0,5.790869320812573,2,2,0.3873664965204726,438
1.0,6.096096468609842,2,29,4.6308475516226295,439
10.0,8.216128984451707,1,8,7.401980478519461,440
8.0,6.077015663678188,3,22,2.2343298471808914,441
5.0,8.974949425782324,1,3,4.579788630833465,442
5.0,8.908360073643312,4,22,0.5011034648171127,443
8.0,4.684150982235172,2,11,8.011253688645146,444
8.0,7.7463440548660545,3,24,3.3951704661416278,445
7.0,7.979931850364309,4,23,1.2299587400892342,446
4.0,4.633714585880842,3,8,5.361490172048498,447
3.0,5.8242804432171695,5,22,5.074374915367556,448
10.0,7.518888046744499,1,30,4.14436563888695,449
3.0,6.303046436821729,4,16,2.670539387792203,450
2.0,5.700245197514535,1,20,3.6755103821510633,451
7.0,6.544319155155922,1,8,7.013542551991809,452
1.0,6.380409060014459,4,12,3.493737551798381,453
6.0,5.578837391947694,2,13,4.8232690619519545,454
5.0,4.475776820611758,4,10,6.597913383151503,455
6.0,5.7274284551644685,0,29,3.211254922417097,456
3.0,6.003040521609959,2,22,5.221874596936489,457
6.0,7.666690156852786,3,28,6.806183212454688,458
8.0,7.1080071686884505,1,10,3.603436182052615,459
1.0,6.780741693268995,0,9,7.274333446744642,460
6.0,5.986067464509681,2,19,3.5690972371282323,461
10.0,7.770824369364867,3,5,3.17812299369784,462
6.0,4.974367784832733,0,25,7.446383474602024,463
1.0,6.7266324865230125,1,10,6.186746487292122,464
7.0,5.6177398243393935,3,27,5.692487990251264,465
10.0,6.502405462190721,5,14,7.385056710778188,466
2.0,6.106069638377446,1,15,6.066300687656373,467
7.0,5.243805468270712,3,4,7.433818588226995,468
4.0,4.148387174086182,1,23,2.583771242394443,469
6.0,3.142187740175953,0,7,4.420646060613983,470
7.0,5.864782366468242,3,19,7.607497836473294,471
4.0,7.750301868138872,1,4,1.7769719386169525,472
9.0,5.616812411921508,0,15,3.5298840599288006,473
9.0,6.390252891997954,1,10,6.57030032508938,474
9.0,7.603545550533795,1,26,5.879269666773688,475
10.0,6.622232745894084,2,0,4.579726025474337,476
7.0,6.734187267260132,0,23,0.9983001440989498,477
6.0,8.462056610317635,3,3,7.94865856910624,478
7.0,6.628023188347639,1,15,3.372486565603717,479
4.0,7.17904634546138,3,21,6.302472534601409,480
10.0,7.104040415369462,1,8,4.776060043336289,481
7.0,6.305707622660612,0,12,1.2579712102798333,482
7.0,5.802195934590906,3,27,8.759507733108665,483
9.0,6.182161280108865,2,13,6.074392468879137,484
1.0,3.6220563676408792,3,0,1.673399824436829,485
3.0,6.57605353408878,1,12,5.956472241006217,486
5.0,5.154990195503316,3,16,6.556308695030662,487
2.0,5.480946700693516,6,20,5.49777215501109,488
4.0,7.0689321291984095,2,27,1.8167723785784695,489
8.0,6.087564228969198,2,3,5.508169855136648,490
5.0,3.5614210810316203,1,28,7.1660582969757165,491
10.0,6.117719480972151,0,18,6.429804772241291,492
8.0,6.904156387902281,1,9,3.497750515630141,493
9.0,9.013562759048195,0,16,4.603115796687028,494
10.0,4.807606364492009,3,31,7.446365743224787,495
7.0,7.613716606681511,4,21,5.572305711523707,496
6.0,6.683207249505411,2,12,7.0711622425665706,497
7.0,5.58999476123222,3,30,2.216502066473093,498
6.0,3.843292118461222,0,25,3.6252459278589937,499
10.0,6.990734225252335,4,22,6.305725865042263,500
8.0,4.233096086240386,0,15,2.2905714469968026,501
4.0,7.777141736209655,2,10,5.60409015482404,502
7.0,3.52791286321548,1,16,7.723032589268859,503
7.0,5.070726821333443,3,16,6.987173876677427,504
9.0,7.59295126610182,3,17,6.001965391009632,505
9.0,6.12562127624966,1,2,5.243622053525605,506
1.0,7.655663639859513,2,9,5.143345839319688,507
2.0,6.566177742932466,4,19,2.4595519090714086,508
7.0,4.5096131345184585,1,25,2.7150390123424635,509
4.0,4.202025766973085,3,17,6.588064340930679,510
9.0,5.641173923548243,2,6,6.243924974157266,511
8.0,8.378429181917435,2,4,2.0257693032104878,512
7.0,6.619039842205463,4,11,3.9730652793443415,513
10.0,5.909944850275896,3,26,1.571354428631934,514
4.0,6.249134027079423,1,27,4.356910279837492,515
8.0,8.550988034323323,1,4,7.216748730954404,516
6.0,6.464673920941924,1,3,7.369364623995725,517
7.0,8.678954647628068,1,23,7.936751852405433,518
9.0,6.25178066191579,0,14,5.827051918187434,519
3.0,7.314074283872542,2,24,2.732355543827205,520
9.0,6.871939212998874,3,31,4.455785828793138,521
1.0,7.122054353514394,1,21,6.0347750602997525,522
6.0,7.869445307871778,2,24,5.1261203662192445,523
2.0,6.112335403561604,2,11,4.264878261896894,524
4.0,7.13162247751521,2,13,4.766970972805141,525
9.0,8.978339078109745,0,27,3.87614274192952,526
8.0,5.397599661881475,3,25,5.856641846343172,527
1.0,6.118560107741972,2,20,3.0876802224282875,528
10.0,4.932673502204286,2,11,7.232440637643688,529
